id,idChampionship,name,generalName,idRound,round,idStadium,stadium_country,stadium,attendance,idTeamHome,teamHome,teamHomeSize,scoreTeamHome,penaltiesScoreTeamHome,idTeamAway,teamAway,teamAwaySize,scoreTeamAway,penaltiesScoreTeamAway,hasPenalties,gameDate,gameCanceled,createddate,source,resultado,resultadoPenalties,golsInter,golsAdversario
10185,AMISTOSO,Amistoso,Amistoso,,,437,BR,MÉXICO,,556,TOLUCA,S,2,,1,Internacional,X,2,,,1989-08-31,0,2025-08-12,Perin,Derrota,,2,2
10186,AMISTOSO,Amistoso,Amistoso,,,437,BR,MÉXICO,,484,PUEBLA,S,0,,1,Internacional,X,1,,,1989-09-03,0,2025-08-12,Perin,Vitória,,1,0
10187,1989_BR,Brasileirão 1989,Brasileirão,,,75,BR,Estádio Jornalista Mário Filho,,211,BOTAFOGO DO RIO,S,2,,1,Internacional,X,1,,,1989-09-06,0,2025-08-12,Perin,Derrota,,1,2
10188,1989_BR,Brasileirão 1989,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,1,,202,ATLÉTICO MINEIRO,S,0,,,1989-09-10,0,2025-08-12,Perin,Vitória,,1,0
10189,1989_BR,Brasileirão 1989,Brasileirão,,,,,,,593,VITÓRIA,S,0,,1,Internacional,X,2,,,1989-09-17,0,2025-08-12,Perin,Vitória,,2,0
10190,1989_BR,Brasileirão 1989,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,203,Atlético-PR,S,0,,,1989-09-24,0,2025-08-12,Perin,Empate,,0,0
10191,1989_BR,Brasileirão 1989,Brasileirão,,,444,BR,MORUMBI,,11,São Paulo,X,2,,1,Internacional,X,1,,,1989-09-30,0,2025-08-12,Perin,Derrota,,1,2
10192,1989_BR,Brasileirão 1989,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,261,INTERNACIONAL DE LIMEIRA,S,0,,,1989-10-04,0,2025-08-12,Perin,Empate,,0,0
10193,1989_BR,Brasileirão 1989,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,5,Flamengo,X,0,,,1989-10-08,0,2025-08-12,Perin,Empate,,0,0
10194,1989_BR,Brasileirão 1989,Brasileirão,,,444,BR,MORUMBI,,14,Corinthians,X,1,,1,Internacional,X,0,,,1989-10-15,0,2025-08-12,Perin,Derrota,,0,1
10195,1989_BR,Brasileirão 1989,Brasileirão,,,,,,,255,GUARANI DE CAMPINAS,S,0,,1,Internacional,X,1,,,1989-10-18,0,2025-08-12,Perin,Vitória,,1,0
10196,1989_BR,Brasileirão 1989,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,26,Náutico,M,1,,,1989-10-22,0,2025-08-12,Perin,Derrota,,0,1
10197,1989_BR,Brasileirão 1989,Brasileirão,,,444,BR,MORUMBI,,4,Palmeiras,X,1,,1,Internacional,X,0,,,1989-11-02,0,2025-08-12,Perin,Derrota,,0,1
10198,1989_BR,Brasileirão 1989,Brasileirão,,,,,,,16,Santos FC,X,2,,1,Internacional,X,1,,,1989-11-05,0,2025-08-12,Perin,Derrota,,1,2
10199,1989_BR,Brasileirão 1989,Brasileirão,,,440,BR,MINEIRÃO,,13,Cruzeiro,X,4,,1,Internacional,X,2,,,1989-11-12,0,2025-08-12,Perin,Derrota,,2,4
10200,1989_BR,Brasileirão 1989,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,2,,17,Goiás EC,M,2,,,1989-11-18,0,2025-08-12,Perin,Empate,,2,2
10201,1989_BR,Brasileirão 1989,Brasileirão,,,424,BR,LARANJEIRAS,,9,Fluminense,M,0,,1,Internacional,X,0,,,1989-11-26,0,2025-08-12,Perin,Derrota,,0,0
10202,1989_BR,Brasileirão 1989,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,1,,301,PORTUGUESA DE DESPORTOS,S,2,,,1989-12-02,0,2025-08-12,Perin,Derrota,,1,2
10203,1989_BR,Brasileirão 1989,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,18,Vasco da Gama,M,2,,,1989-12-10,0,2025-08-12,Perin,Derrota,,0,2
10204,AMISTOSO,Amistoso,Amistoso,,,498,BR,SANTIAGO,,400,CRUZEIRO DE SANTIAGO,S,0,,1,Internacional,X,3,,,1990-01-27,0,2025-08-12,Perin,Vitória,,3,0
10205,AMISTOSO,Amistoso,Amistoso,,,352,BR,ESTADOS UNIDOS,,568,UNIVERSIDADE GUADALAJARA,S,0,,1,Internacional,X,0,,,1990-01-30,0,2025-08-12,Perin,Derrota,,0,0
10206,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,2,,256,GUARANI DE CRUZ ALTA,S,1,,,1990-02-05,0,2025-08-12,Perin,Vitória,,2,1
10207,1990_RS,Gauchão 1990,Gauchão,,,,,,,29,Juventude,M,0,,1,Internacional,X,1,,,1990-02-11,0,2025-08-12,Perin,Vitória,,1,0
10208,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,1,,352,YPIRANGA DE ERECHIM,S,0,,,1990-02-14,0,2025-08-12,Perin,Vitória,,1,0
10209,1990_RS,Gauchão 1990,Gauchão,,,,,,,36,Santa Cruz,S,1,,1,Internacional,X,1,,,1990-02-18,0,2025-08-12,Perin,Derrota,,1,1
10210,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,588,PELOTAS,S,0,,,1990-02-22,0,2025-08-12,Perin,Empate,,0,0
10211,1990_RS,Gauchão 1990,Gauchão,,,496,BR,SANTA ROSA,,119,Novo Hamburgo,S,0,,1,Internacional,X,0,,,1990-03-04,0,2025-08-12,Perin,Derrota,,0,0
10212,1990_RS,Gauchão 1990,Gauchão,,,314,BR,Estádio da Montanha,,82,Esportivo,S,0,,1,Internacional,X,0,,,1990-03-07,0,2025-08-12,Perin,Derrota,,0,0
10213,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,4,,295,PASSO FUNDO,S,1,,,1990-03-11,0,2025-08-12,Perin,Vitória,,4,1
10214,AMISTOSO,Amistoso,Amistoso,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,2,,592,SÃO JOSÉ,S,0,,,1990-03-18,0,2025-08-12,Perin,Vitória,,2,0
10215,1990_RS,Gauchão 1990,Gauchão,,,283,BR,CRISTO REI,,189,AIMORÉ,S,0,,1,Internacional,X,1,,,1990-03-25,0,2025-08-12,Perin,Vitória,,1,0
10216,AMISTOSO,Amistoso,Amistoso,,,,,,,153,São Luiz,S,1,,1,Internacional,X,2,,,1990-03-28,0,2025-08-12,Perin,Vitória,,2,1
10217,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,271,LAJEADENSE,S,1,,,1990-04-01,0,2025-08-12,Perin,Derrota,,0,1
10218,AMISTOSO,Amistoso,Amistoso,,,269,BR,CARLOS DENARDIN,,231,DINAMO DE SANTA ROSA,S,1,,1,Internacional,X,1,,,1990-04-04,0,2025-08-12,Perin,Derrota,,1,1
10219,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,4,,247,GLÓRIA DE VACARIA,S,0,,,1990-04-08,0,2025-08-12,Perin,Vitória,,4,0
10220,AMISTOSO,Amistoso,Amistoso,,,531,BR,VENÂNCIO AIRES,,258,GUARANI DE VENÂNCIO AIRES,S,0,,1,Internacional,X,0,,,1990-04-11,0,2025-08-12,Perin,Derrota,,0,0
10221,1990_RS,Gauchão 1990,Gauchão,,,55,BR,Estádio Francisco Stédile,,580,CAXIAS,S,0,,1,Internacional,X,0,,,1990-04-15,0,2025-08-12,Perin,Derrota,,0,0
10222,1990_RS,Gauchão 1990,Gauchão,,,516,BR,TABA ÍNDIA,,256,GUARANI DE CRUZ ALTA,S,1,,1,Internacional,X,0,,,1990-04-22,0,2025-08-12,Perin,Derrota,,0,1
10223,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,2,,29,Juventude,M,0,,,1990-05-01,0,2025-08-12,Perin,Vitória,,2,0
10224,1990_RS,Gauchão 1990,Gauchão,,,136,BR,Estádio Olímpico Colosso da Lagoa,,352,YPIRANGA DE ERECHIM,S,1,,1,Internacional,X,0,,,1990-05-06,0,2025-08-12,Perin,Derrota,,0,1
10225,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,1,,36,Santa Cruz,S,2,,,1990-05-09,0,2025-08-12,Perin,Derrota,,1,2
10226,1990_RS,Gauchão 1990,Gauchão,,,250,BR,BOCA DO LOBO,,588,PELOTAS,S,0,,1,Internacional,X,0,,,1990-05-12,0,2025-08-12,Perin,Derrota,,0,0
10227,AMISTOSO,Amistoso,Amistoso,,,523,BR,TRÊS COROAS,,460,MUNDO NOVO,S,0,,1,Internacional,X,5,,,1990-05-14,0,2025-08-12,Perin,Vitória,,5,0
10228,AMISTOSO,Amistoso,Amistoso,,,501,BR,SÃO GABRIEL,,317,SÃO GABRIEL,S,0,,1,Internacional,X,3,,,1990-05-16,0,2025-08-12,Perin,Vitória,,3,0
10229,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,119,Novo Hamburgo,S,0,,,1990-05-20,0,2025-08-12,Perin,Empate,,0,0
10230,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,82,Esportivo,S,0,,,1990-05-23,0,2025-08-12,Perin,Empate,,0,0
10231,1990_RS,Gauchão 1990,Gauchão,,,536,BR,VERMELHÃO DA SERRA,,295,PASSO FUNDO,S,0,,1,Internacional,X,0,,,1990-05-27,0,2025-08-12,Perin,Derrota,,0,0
10232,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,2,,189,AIMORÉ,S,0,,,1990-06-06,0,2025-08-12,Perin,Vitória,,2,0
10233,1990_RS,Gauchão 1990,Gauchão,,,362,BR,FLORESTAL,,446,LAJEADO,S,0,,1,Internacional,X,0,,,1990-06-11,0,2025-08-12,Perin,Derrota,,0,0
10234,1990_RS,Gauchão 1990,Gauchão,,,220,BR,ALTO DA GLÓRIA,,247,GLÓRIA DE VACARIA,S,1,,1,Internacional,X,5,,,1990-06-18,0,2025-08-12,Perin,Vitória,,5,1
10235,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,1,,580,CAXIAS,S,3,,,1990-06-22,0,2025-08-12,Perin,Derrota,,1,3
10236,1990_CDB,Copa do Brasil 1990,Copa do Brasil,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,1,,226,CRICIUMA,S,0,,,1990-06-27,0,2025-08-12,Perin,Vitória,,1,0
10237,AMISTOSO,Amistoso,Amistoso,,,257,BR,CACHOEIRA DO SUL,,503,SÃO JOSÉ DE CACHOEIRA,S,1,,1,Internacional,X,4,,,1990-07-01,0,2025-08-12,Perin,Vitória,,4,1
10238,1990_CDB,Copa do Brasil 1990,Copa do Brasil,,,389,BR,HERIBERTO HULSE,,226,CRICIUMA,S,2,,1,Internacional,X,0,,,1990-07-04,0,2025-08-12,Perin,Derrota,,0,2
10239,1990_RS,Gauchão 1990,Gauchão,,,55,BR,Estádio Francisco Stédile,,580,CAXIAS,S,2,,1,Internacional,X,1,,,1990-07-11,0,2025-08-12,Perin,Derrota,,1,2
10240,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,29,Juventude,M,0,,,1990-07-18,0,2025-08-12,Perin,Empate,,0,0
10241,1990_RS,Gauchão 1990,Gauchão,,,,,,,29,Juventude,M,1,,1,Internacional,X,3,,,1990-07-22,0,2025-08-12,Perin,Vitória,,3,1
10242,1990_RS,Gauchão 1990,Gauchão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,580,CAXIAS,S,0,,,1990-07-25,0,2025-08-12,Perin,Empate,,0,0
10243,AMISTOSO,Amistoso,Amistoso,,,224,BR,ARARANGUÁ,,359,ARARANGUÁ,S,1,,1,Internacional,X,1,,,1990-08-11,0,2025-08-12,Perin,Derrota,,1,1
10244,AMISTOSO,Amistoso,Amistoso,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,2,,203,Atlético-PR,S,0,,,1990-08-20,0,2025-08-12,Perin,Vitória,,2,0
10245,1990_BR,Brasileirão 1990,Brasileirão,,,464,BR,PARQUE ANTÁRTICA,,4,Palmeiras,X,1,,1,Internacional,X,0,,,1990-08-30,0,2025-08-12,Perin,Derrota,,0,1
10246,1990_BR,Brasileirão 1990,Brasileirão,,,75,BR,Estádio Jornalista Mário Filho,,9,Fluminense,M,1,,1,Internacional,X,1,,,1990-09-02,0,2025-08-12,Perin,Derrota,,1,1
10247,1990_BR,Brasileirão 1990,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,3,,5,Flamengo,X,3,,,1990-09-09,0,2025-08-12,Perin,Empate,,3,3
10248,1990_BR,Brasileirão 1990,Brasileirão,,,440,BR,MINEIRÃO,,13,Cruzeiro,X,2,,1,Internacional,X,0,,,1990-09-16,0,2025-08-12,Perin,Derrota,,0,2
10249,1990_BR,Brasileirão 1990,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,1,,11,São Paulo,X,2,,,1990-09-20,0,2025-08-12,Perin,Derrota,,1,2
10250,1990_BR,Brasileirão 1990,Brasileirão,,,214,BR,AFLITOS,,26,Náutico,M,1,,1,Internacional,X,1,,,1990-09-23,0,2025-08-12,Perin,Derrota,,1,1
10251,AMISTOSO,Amistoso,Amistoso,,,519,BR,TAQUARI,,340,TAQUARIENSE,S,1,,1,Internacional,X,8,,,1990-09-26,0,2025-08-12,Perin,Vitória,,8,1
10252,1990_BR,Brasileirão 1990,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,593,VITÓRIA,S,0,,,1990-09-30,0,2025-08-12,Perin,Empate,,0,0
10253,1990_BR,Brasileirão 1990,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,1,,318,SÃO JOSÉ DE SÃO PAULO,S,1,,,1990-10-07,0,2025-08-12,Perin,Empate,,1,1
10254,1990_BR,Brasileirão 1990,Brasileirão,,,440,BR,MINEIRÃO,,202,ATLÉTICO MINEIRO,S,2,,1,Internacional,X,1,,,1990-10-11,0,2025-08-12,Perin,Derrota,,1,2
10255,1990_BR,Brasileirão 1990,Brasileirão,,,,,,,18,Vasco da Gama,M,3,,1,Internacional,X,0,,,1990-10-14,0,2025-08-12,Perin,Derrota,,0,3
10256,1990_BR,Brasileirão 1990,Brasileirão,,,425,BR,LIMEIRÃO,,261,INTERNACIONAL DE LIMEIRA,S,1,,1,Internacional,X,2,,,1990-10-17,0,2025-08-12,Perin,Vitória,,2,1
10257,1990_BR,Brasileirão 1990,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,2,,17,Goiás EC,M,0,,,1990-10-21,0,2025-08-12,Perin,Vitória,,2,0
10258,1990_BR,Brasileirão 1990,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,3,RB Bragantino,M,0,,,1990-10-24,0,2025-08-12,Perin,Empate,,0,0
10259,1990_BR,Brasileirão 1990,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,1,,16,Santos FC,X,1,,,1990-10-27,0,2025-08-12,Perin,Empate,,1,1
10260,1990_BR,Brasileirão 1990,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,1,,211,BOTAFOGO DO RIO,S,2,,,1990-11-03,0,2025-08-12,Perin,Derrota,,1,2
10261,1990_BR,Brasileirão 1990,Brasileirão,,,,,,,15,EC Bahia,M,2,,1,Internacional,X,1,,,1990-11-11,0,2025-08-12,Perin,Derrota,,1,2
10262,1990_BR,Brasileirão 1990,Brasileirão,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,1,,301,PORTUGUESA DE DESPORTOS,S,0,,,1990-11-14,0,2025-08-12,Perin,Vitória,,1,0
10263,1990_BR,Brasileirão 1990,Brasileirão,,,458,BR,PACAEMBU,,14,Corinthians,X,0,,1,Internacional,X,3,,,1990-11-18,0,2025-08-12,Perin,Vitória,,3,0
10264,AMISTOSO,Amistoso,Amistoso,,,529,BR,VARGINHA,,415,FLAMENGO DE VARGINHA,S,0,,1,Internacional,X,2,,,1990-11-20,0,2025-08-12,Perin,Vitória,,2,0
10265,AMISTOSO,Amistoso,Amistoso,,,422,BR,LAGES,,436,INTERNACIONAL DE LAGES,S,1,,1,Internacional,X,1,,,1990-12-02,0,2025-08-12,Perin,Derrota,,1,1
10266,AMISTOSO,Amistoso,Amistoso,,,269,BR,CARLOS DENARDIN,,231,DINAMO DE SANTA ROSA,S,0,,1,Internacional,X,0,,,1990-12-06,0,2025-08-12,Perin,Derrota,,0,0
10267,AMISTOSO,Amistoso,Amistoso,,,300,BR,ERNESTO DORNELLES,,441,JUVENTUDE DE GUAPORÉ,S,0,,1,Internacional,X,9,,,1990-12-08,0,2025-08-12,Perin,Vitória,,9,0
10268,AMISTOSO,Amistoso,Amistoso,,,238,BR,BAIXADA MELANCÓLICA,,262,INTERNACIONAL DE SANTA MARIA,S,0,,1,Internacional,X,0,,,1990-12-11,0,2025-08-12,Perin,Derrota,,0,0
10269,AMISTOSO,Amistoso,Amistoso,,,1,BR,Estádio Beira-Rio,,1,Internacional,X,0,,584,HAMBURGO,S,1,,,1991-01-29,0,2025-08-12,Perin,Derrota,,0,1
10270,1991_BR,Brasileirão 1991,Brasileirão,,,440,BR,MINEIRÃO,,13,Cruzeiro,X,0,,1,Internacional,X,0,,,1991-02-03,0,2025-08-12,Perin,Derrota,,0,0
