Adversario,Data,Estadio,Juiz,Renda,Treinador,Gols Pro,Gols Contra,Campeonato,Jogador 1,Gols,Posicao,Jogador 2,Gols,Posicao,Jogador 3,Gols,Posicao,Jogador 4,Gols,Posicao,Jogador 5,Gols,Posicao,Jogador 6,Gols,Posicao,Jogador 7,Gols,Posicao,Jogador 8,Gols,Posicao,Jogador 9,Gols,Posicao,Jogador 10,Gols,Posicao,Jogador 11,Gols,Posicao,Jogador 12,Gols,Posicao,Jogador 13,Gols,Posicao,Jogador 14,Gols,Posicao,Jogador 15,Gols,Posicao,Jogador 16,Gols,Posicao,Jogador 17,Gols,Posicao,Jogador 18,Gols,Posicao,Jogador 19,Gols,Posicao,,,,,,,,,
ESPORTIVO,06/04/1988,ESTÁDIO DA MONTANHA,RENATO MARSIGLIA,"CR$ 637.000,00",GAINETE,0,0,GAÚCHO,TAFFAREL,0,,MAURICIO-Z,,,ALOISIO,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,GLAUCO,,,HEIDER,,,AMARILDO,,,EDU LIMA,,,BALALO,,M,ZÉ CLÁUDIO,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,10/04/1988,OLÍMPICO,CARLOS MARTINS,"CR$ 1.425.000,00",GAINETE,3,0,GAÚCHO,TAFFAREL,0,,LUIZ CARLOS ,,,ALOISIO,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,GLAUCO,,,HEIDER,,,AMARILDO,2,,EDU LIMA,1,,LAERCIO,,Z,PAULINHO-80-A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARANI DE CRUZ ALTA,16/04/1988,TABA ÍNDIA,LUIZ CUNHA MARTINS,"CR$ 1.300.000,00",GAINETE,0,0,GAÚCHO,TAFFAREL,0,,MAURICIO-Z,,,ALOISIO,,,NENÊ,,,LAERCIO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,GLAUCO,,,HEIDER,,,AMARILDO,,,EDU LIMA,,,LUIS FERNANDO,,M,BALALO,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,23/04/1988,BEIRA-RIO,SILVIO RODRIGUES,"CR$ 1.781.000,00",GAINETE,3,0,GAÚCHO,ADEMIR MARIA,0,,LUIZ CARLOS ,,,ALOISIO,,,NENÊ,,,LAERCIO,,,NORBERTO,,,PAULINHO-80-A,,,LUIS FERNANDO,,,GLAUCO,,,AMARILDO,3,,EDU LIMA,,,AIRTON,,M,BALALO,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,26/04/1988,OLÍMPICO,RENATO MARSIGLIA,"CR$ 7.000.000,00",GAINETE,1,3,GAÚCHO,TAFFAREL,3,,LUIZ CARLOS ,,,ALOISIO,,,NENÊ,,,LAERCIO,,,NORBERTO,,,AIRTON,,,LUIS FERNANDO,1,,GLAUCO,,,AMARILDO,,,EDU LIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAXIAS,01/05/1988,BEIRA-RIO,LUIZ CUNHA MARTINS,"CR$ 1.000,000.00",GAINETE,1,1,GAÚCHO,TAFFAREL,1,,LUIZ CARLOS ,,,NORTON,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,PAULINHO-80-A,,,GLAUCO,,,AMARILDO,1,,EDU LIMA,,,HEIDER,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELOTAS,07/05/1988,BOCA DO LOBO,RENATO MARSIGLIA,"CR$ 1.600.000,00",GAINETE,0,1,GAÚCHO,TAFFAREL,1,,LUIZ CARLOS ,,,ALOISIO,,,LAERCIO,,,CASEMIRO,,,NORTON,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,GLAUCO,,,AMARILDO,,,EDU LIMA,,,HEIDER,,A,ZÉ CLÁUDIO,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,15/05/1988,BEIRA-RIO,JOSÉ MOCELIN,"CR$ 1.758.000,00",FRANCISCO DA SILVA NETO,3,0,GAÚCHO,TAFFAREL,0,,LUIZ CARLOS ,,,ALOISIO,,,NORTON,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,HEIDER,1,,AMARILDO,1,,EDU LIMA,,,DACROCE,,M,BALALO,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,22/05/1988,BEIRA-RIO,CARLOS MARTINS,"CR$ 15.000.000,00",FRANCISCO DA SILVA NETO,0,0,GAÚCHO,TAFFAREL,0,,LUIZ CARLOS ,,,ALOISIO,,,NORTON,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,,,AMARILDO,,,EDU LIMA,,,LAERCIO,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,28/05/1988,ALFREDO JACONI,CARLOS MARTINS,"CR$ 2.000.000,00",FRANCISCO DA SILVA NETO,2,0,GAÚCHO,TAFFAREL,0,,LUIZ CARLOS ,,,ALOISIO,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,BALALO,,,HEIDER,1,,LUIS FERNANDO,,,EDU LIMA,1,,MAURICIO,,A,AIRTON,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAXIAS,01/06/1988,CENTENÁRIO CAXIAS DO SUL,LUIZ CUNHA MARTINS,"CR$ 864.000,00",FRANCISCO DA SILVA NETO,1,0,GAÚCHO,TAFFAREL,0,,LUIZ CARLOS ,,,ALOISIO,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,,,AMARILDO,,,EDU LIMA,1,,MAURICIO,,A,LAERCIO,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELOTAS,05/06/1988,BEIRA-RIO,SILVIO OLIVEIRA,"CR$ 3.340.000,00",FRANCISCO DA SILVA NETO,3,1,GAÚCHO,TAFFAREL,1,,LUIZ CARLOS ,,,ALOISIO,,,NENÊ,1,,PAULO AFONSO,,,NORBERTO,,,BALALO,,,LUIS FERNANDO,1,,HEIDER,,,AMARILDO,,,EDU LIMA,1,,MAURICIO,,A,AIRTON,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,11/06/1988,PLÁTANOS,CARLOS MARTINS,"CR$ 1.500.000,00",FRANCISCO DA SILVA NETO,0,0,GAÚCHO,TAFFAREL,0,,LUIZ CARLOS ,,,ALOISIO,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,,,AMARILDO,,,GLAUCO,,,MAURICIO,,A,BALALO,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,19/06/1988,OLÍMPICO,CARLOS MARTINS,"CR$ 14.000.000,00",FRANCISCO DA SILVA NETO,3,3,GAÚCHO,TAFFAREL,3,,LUIZ CARLOS ,,,ALOISIO,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,HEIDER,1,,AMARILDO,1,,EDU LIMA,,,MAURICIO,,A,PAULO AFONSO,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,26/06/1988,BEIRA-RIO,RENATO MARSIGLIA,"CR$ 707.000,00",FRANCISCO DA SILVA NETO,0,0,GAÚCHO,TAFFAREL,0,,LUIZ CARLOS ,,,ALOISIO,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,MARCELO LIMA,,,LUIS FERNANDO,,,HEIDER,,,AMARILDO,,,EDU LIMA,,,MARCELO VITA,,A,MAURICIO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRASIL DE FARROUPILHA,13/07/1988,MUNICIPAL,INGORNR KRONBAUER,"CR$ 195.000,00",FRANCISCO DA SILVA NETO,1,1,AMISTOSO,ADEMIR MARIA,1,,MARTINS,,,NORTON,,,NENÊ,,,PAULO AFONSO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,MIRO OLIVEIRA,,,HEIDER,1,,MARCELO VITA,,,MAURICIO,,,LAERCIO,,Z,DACROCE,,M,CASEMIRO,,Z,LUIS FERNANDO,,M,AMARILDO,,A,,,,,,,,,,,,,,,,,,
IVOTI,17/07/1988,IVOTI,INÁCIO MENDES,"CR$ 240.000,00",FRANCISCO DA SILVA NETO,1,0,AMISTOSO,ADEMIR MARIA,0,,MARTINS,,,NORTON,,,NENÊ,,,PAULO AFONSO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,MIRO OLIVEIRA,,,HEIDER,1,,LUIZ FERNANDO,,,MAURICIO,,,MARCELO VITA,,A,DACROCE,,M,CASEMIRO,,Z,AMARILDO,,A,,,,,,,,,,,,,,,,,,,,,
UNIÃO DE FRANCISCO BELTRÃO,24/07/1988,ANILADO,VALDIR DE SOUZA,,FRANCISCO DA SILVA NETO,1,1,AMISTOSO,CÉSAR-G,1,,MARTINS,,,NORTON,,,NENÊ,,,PAULO AFONSO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,MIRO OLIVEIRA,,,HEIDER,1,,MAURICIO,,,EDU LIMA,,,MARCELO VITA,,A,DACROCE,,M,CASEMIRO,,Z,LUIS FERNANDO,,M,,,,,,,,,,,,,,,,,,,,,
SELEÇÃO PAULISTA,22/08/1988,LIMEIRÃO,ALMIR LAGUNA,"CR$ 168.000,00",FRANCISCO DA SILVA NETO,1,1,TORNEIO,ADEMIR MARIA,1,,AIRTON,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,HEIDER,,,DADINHO,,,EDU LIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELEÇÃO BAIANA,25/08/1988,BEIRA-RIO,SILVIO OLIVEIRA,,FRANCISCO DA SILVA NETO,0,0,TORNEIO,ADEMIR MARIA,0,,AIRTON,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,MIRO OLIVEIRA,,,LUIS FERNANDO,,,HEIDER,,,DADINHO,,,EDU LIMA,,,MAURICIO,,A,VALDIR-80,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELEÇÃO MINEIRA,28/08/1988,BEIRA-RIO,,,FRANCISCO DA SILVA NETO,0,0,TORNEIO,ADEMIR MARIA,0,,AIRTON,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,MIRO OLIVEIRA,,,LUIS FERNANDO,,,HEIDER,,,DADINHO,,,EDU LIMA,,,MAURICIO,,A,NORTON,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,04/09/1988,OLÍMPICO,JOSÉ ROBERTO WRIGHT,"CR$ 16.000.000,00",FRANCISCO DA SILVA NETO,0,1,BRASILEIRO,ADEMIR MARIA,1,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,,,DADINHO,,,EDU LIMA,,,MAURICIO,,A,MIRO OLIVEIRA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRICIUMA,07/09/1988,HERIBERTO HULSE,ANTONIO DE PAULA SILVA,"CR$ 6.000.000,00",FRANCISCO DA SILVA NETO,3,1,BRASILEIRO,ADEMIR MARIA,1,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,DACROCE,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,2,,HEIDER,,,DADINHO,1,,EDU LIMA,,,MAURICIO,,A,BETO-Z,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTOS,11/09/1988,BEIRA-RIO,ALAIL VIANNA FILHO,"CR$ 1.400.000,00",FRANCISCO DA SILVA NETO,0,0,BRASILEIRO,ADEMIR MARIA,0,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,DACROCE,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,,,DADINHO,,,EDU LIMA,,,MAURICIO,,A,LEOMIR,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO,18/09/1988,BEIRA-RIO,PEDRO CARLOS BREGALDA,"CR$ 5.400.000,00",FRANCISCO DA SILVA NETO,2,2,BRASILEIRO,ADEMIR MARIA,2,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,1,,DADINHO,,,EDU LIMA,1,,HEIDER,,A,LEOMIR,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTAFOGO DO RIO,24/09/1988,MARACANÃ,JOSÉ ASSIS DE ARAGÃO,"CR$ 5.000.000,00",FRANCISCO DA SILVA NETO,0,0,BRASILEIRO,ADEMIR MARIA,0,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,DACROCE,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,,,LEOMIR,,,EDU LIMA,,,DADINHO,,A,BETO-Z,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORITIBA,02/10/1988,BEIRA-RIO,DALMO BOZZANO,"CR$ 3.200.000,00",ABEL BRAGA,2,1,BRASILEIRO,ADEMIR MARIA,1,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,BETO-Z,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,MAURICIO,,,DADINHO,,,EDU LIMA,,,NILSON,1,A,LEOMIR,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
VASCO DA GAMA,09/10/1988,SÃO JANUÁRIO,ROMUALDO ARPI FILHO,"CR$ 8.900.000,00",ABEL BRAGA,2,1,BRASILEIRO,ADEMIR MARIA,1,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,1,,EDU LIMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARANI DE VENÂNCIO AIRES,12/10/1988,VENÂNCIO AIRES,CLODOALDO OLIVEIRA,"CR$ 2.200.000,00",ABEL BRAGA,2,0,AMISTOSO,ADEMIR MARIA,0,,MARTINS,,,AGUIRREGARAY,1,,NORTON,,,JOÃO LUIZ,,,LEOMIR,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,,,EDU LIMA,1,,HEIDER,,A,DADINHO,,A,MARCELO LIMA,,M,ADALBERTO,,M,DACROCE,,M,TIAGO,,G,,,,,,,,,,,,,,,
AMÉRICA DO RIO,16/10/1988,BEIRA-RIO,DULCIDIO V. BOSCHILIA,"CR$ 10.570.000,00",ABEL BRAGA,2,0,BRASILEIRO,TAFFAREL,0,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,1,,EDU LIMA,1,,HEIDER,,A,LEOMIR,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,23/10/1988,BEIRA-RIO,JOSÉ ROBERTO WRIGHT,"CR$ 9.200.000,00",ABEL BRAGA,2,0,BRASILEIRO,TAFFAREL,0,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LEOMIR,,,LUIS FERNANDO,1,,MAURICIO,,,NILSON,,,HEIDER,,,DADINHO,1,A,VALDIR-80,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORINTHIANS,30/10/1988,MORUMBI,JOSÉ ARAUJO DE OLIVEIRA,"CR$ 5.200.000,00",ABEL BRAGA,2,2,BRASILEIRO,TAFFAREL,2,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LEOMIR,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,2,,EDU LIMA,,,BETO-Z,,Z,VALDIR-80,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAHIA,06/11/1988,BEIRA-RIO,JOSÉ ROBERTO WRIGHT,"CR$ 18.000.000,00",ABEL BRAGA,3,0,BRASILEIRO,TAFFAREL,0,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LEOMIR,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,3,,EDU LIMA,,,HEIDER,,A,VALDIR-80,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARANI DE CAMPINAS,09/11/1988,BRINCO DE OURO,LUIZ CARLOS FÉLIX,"CR$ 2.900.000,00",ABEL BRAGA,0,0,BRASILEIRO,TAFFAREL,0,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LEOMIR,,,VALDIR-80,,,MAURICIO,,,NILSON,,,EDU LIMA,,,DACROCE,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLAMENGO,13/11/1988,BEIRA-RIO,ULISSES TAVARES DA SILVA,"CR$ 21.000,00 P-31.000",ABEL BRAGA,3,1,BRASILEIRO,TAFFAREL,1,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,NORBERTO,,,LEOMIR,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,2,,EDU LIMA,1,,HEIDER,,A,VALDIR-80,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO PAULO,17/11/1988,MORUMBI,ARNALDO CESAR COELHO,"CR$ 3.000.000,00",ABEL BRAGA,0,2,BRASILEIRO,TAFFAREL,2,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LEOMIR,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,,,EDU LIMA,,,DADINHO,,A,DACROCE,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTUGUESA DE DESPORTOS,20/11/1988,BEIRA-RIO,PEDRO CARLOS BREGALDA,"CR$ 8.430,000,00",ABEL BRAGA,2,1,BRASILEIRO,TAFFAREL,1,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,1,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,MAURICIO,,,DADINHO,,,HEIDER,,,JOÃO LUIZ,,Z,DIEGO AGUIRRE,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOIÁS,23/11/1988,SERRA DOURADA,JOAQUIM CARLOS CAETANO,"CR$ 7.248.000,00",ABEL BRAGA,0,0,BRASILEIRO,TAFFAREL,0,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,,,EDU LIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLÉTICO MINEIRO,27/11/1988,BEIRA-RIO,LUIZ CARLOS FÉLIX,"CR$ 11.749.000,00",ABEL BRAGA,2,2,BRASILEIRO,TAFFAREL,2,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,1,,NILSON,1,,EDU LIMA,,,DADINHO,,M,DIEGO AGUIRRE,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
VITÓRIA,30/11/1988,FONTE NOVA,ROMUALDO ARPI FILHO,"CR$ 3.800.000,00",ABEL BRAGA,2,1,BRASILEIRO,TAFFAREL,1,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,LEOMIR,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,1,,NILSON,,,EDU LIMA,1,,DADINHO,,M,DACROCE,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANGU,04/12/1988,BEIRA-RIO,TITO RODRIGUES,"CR$ 7.338.000,00 P-12.144",ABEL BRAGA,1,1,BRASILEIRO,TAFFAREL,1,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,DACROCE,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,MAURICIO,,,NILSON,,,HEIDER,,,DADINHO,,M,DIEGO AGUIRRE,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMEIRAS,08/12/1988,PARQUE ANTÁRTICA,WILSON CARLOS DOS SANTOS,"CR$ 3.666.000,00",ABEL BRAGA,1,2,BRASILEIRO,TAFFAREL,2,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,LEOMIR,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,1,,NILSON,,,EDU LIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLUMINENSE,11/12/1988,MARACANÃ,OSVALDO DOS SANTOS RAMOS,"CR$ 990.000,00",ABEL BRAGA,2,2,BRASILEIRO,TAFFAREL,2,,VALDIR-80,,,AGUIRREGARAY,1,,NENÊ,,,JOÃO LUIZ,,,LEOMIR,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,,,HEIDER,,,DADINHO,,M,DIEGO AGUIRRE,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPORT RECIFE,15/12/1988,BEIRA-RIO,ULISSES TAVARES DA SILVA,"CR$ 6.375.000,00",ABEL BRAGA,3,3,BRASILEIRO,TAFFAREL,3,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,LEOMIR,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,MAURICIO,,,NILSON,2,,HEIDER,,,DADINHO,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLÉTICO PARANAENSE,18/12/1988,PINHEIRÃO,,,ABEL BRAGA,1,0,BRASILEIRO,TAFFAREL,0,,CASEMIRO,,,AGUIRREGARAY,,,BETO-Z,,,JOÃO LUIZ,,,LEOMIR,,,DACROCE,,,LUIS FERNANDO,,,MAURICIO,1,,NILSON,,,DIEGO AGUIRRE,,,NORTON,,Z,VALDIR-80,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO,29/01/1989,MINEIRÃO,DULCIDIO V. BOSCHILIA,"35,000",ABEL BRAGA,0,0,BRASILEIRO,TAFFAREL,0,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,,,ADO,,,LEOMIR,,M,HEIDER,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO,01/02/1989,BEIRA-RIO,WILSON CARLOS DOS SANTOS,"43,208",ABEL BRAGA,2,0,BRASILEIRO,TAFFAREL,0,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,1,,CASEMIRO,,,NORBERTO,,,LEOMIR,,,LUIS FERNANDO,,,MAURICIO,1,,NILSON,,,EDU LIMA,,,DACROCE,,M,HEIDER,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,09/02/1989,OLÍMPICO,ROMUALDO ARPI FILHO,"53,295",ABEL BRAGA,0,0,BRASILEIRO,TAFFAREL,0,,CASEMIRO,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,,,EDU LIMA,,,LEOMIR,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,12/02/1989,BEIRA-RIO,ARNALDO CESAR COELHO,58.944 P-78.000,ABEL BRAGA,2,1,BRASILEIRO,TAFFAREL,1,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LEOMIR,,,MAURICIO,,,NILSON,2,,EDU LIMA,,,DIEGO AGUIRRE,,A,NORTON,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAHIA,15/02/1989,FONTE NOVA,ROMUALDO ARPI FILHO,"59,000",ABEL BRAGA,1,2,BRASILEIRO,TAFFAREL,2,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,JOÃO LUIZ,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LEOMIR,1,,MAURICIO,,,NILSON,,,EDU LIMA,,,HEIDER,,A,DIEGO AGUIRRE,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAHIA,19/02/1989,BEIRA-RIO,DULCIDIO V. BOSCHILIA,57.304 P-79.530,ABEL BRAGA,0,0,BRASILEIRO,TAFFAREL,0,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,MAURICIO,,,NILSON,,,EDU LIMA,,,HEIDER,,A,DIEGO AGUIRRE,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAHIA,21/02/1989,BEIRA-RIO,ARNALDO CESAR COELHO,"19,970",ABEL BRAGA,1,2,LIBERTADORES,TAFFAREL,2,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,HEIDER,,,ADO,,,DIEGO AGUIRRE,1,,EDU LIMA,,,MARCELO LIMA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACHIRA,24/02/1989,VENEZUELA,,,ABEL BRAGA,0,1,LIBERTADORES,TAFFAREL,1,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,DACROCE,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,LEOMIR,,,NILSON,,,EDU LIMA,,,ADO,,A,DIEGO AGUIRRE,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARÍTIMO DA VENEZUELA,02/03/1989,VENEZUELA,OTAVIO SIERRAS,,ABEL BRAGA,1,1,LIBERTADORES,TAFFAREL,1,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,DACROCE,,,LUIZ CARLOS MARTINS,,,LEOMIR,,,NILSON,,,DIEGO AGUIRRE,1,,EDU LIMA,,,HEIDER,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASSO FUNDO,05/03/1989,VERMELHÃO DA SERRA,CARLOS MARTINS,"6,000",ABEL BRAGA,1,0,GAÚCHO,ADEMIR MARIA,0,,NORTON,,,AGUIRREGARAY,,,NENÊ,,,PAULO AFONSO,,,DACROCE,,,FRAGA,,,HEIDER,,,NILSON,1,,DIEGO AGUIRRE,,,JUAREZ,,,MARCELO VITA,,A,MARCELO LIMA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
